kreis,datumstd,datum,anzahlM,anzahlE,anzahlEM,verstorben,verstorbenE,verstorbenM,verstorbenMOhneSterbedatum,hospitalisiert,genesen,geimpftVollst,geimpftUnvollst,geimpftKA,r,anzahlMKumuliert,anzahlEKumuliert,hospitalisiertKumuliert,verstorbenKumuliert,verstorbenEKumuliert,verstorbenMKumuliert,verstorbenMOhneSterbedatumKumuliert,genesenKumuliert,krankKumuliert,geimpftVollstKumuliert,geimpftUnvollstKumuliert,geimpftKAKumuliert,anzahlM7Tage,anzahlE7Tage,verstorben7Tage,verstorbenE7Tage,verstorbenM7Tage,hospitalisiert7Tage,geimpftVollst7Tage,geimpftUnvollst7Tage,geimpftKA7Tage,rateMKumuliert,rateEKumuliert,anteilVerstorbenM,rateHospitalisiertKumuliert,rateVerstorbenKumuliert,anteilVerstorbenEKumuliert,anteilVerstorbenMKumuliert,rateM7Tage,rateE7Tage,rateHospitalisiert7Tage,rateVerstorben7Tage,anteilVerstorbenE7Tage,anteilVerstorbenM7Tage,anzahlMKumuliertVortag,rateM7TageVortag,verstorbenKumuliertVortag,anzahlEA70,anzahlEA80,anzahlEA90,verstorbenA70,verstorbenA80,verstorbenA90,genesenA70,genesenA80,genesenA90,anzahlEA70Kumuliert,anzahlEA80Kumuliert,anzahlEA90Kumuliert,verstorbenA70Kumuliert,verstorbenA80Kumuliert,verstorbenA90Kumuliert,genesenA70Kumuliert,genesenA80Kumuliert,genesenA90Kumuliert,krankA70Kumuliert,krankA80Kumuliert,krankA90Kumuliert
5970,2021-10-22,22.10.2021,55,39,0,0,0,0,0,5,41,15,39,1,,14734,14751,98,188,191,191,1,14200,370,128,2885,11721,218,217,1,2,2,18,69,147,2,5348.269090,5354.439891,0.000000,35.572850,68.241794,1.294827,1.296321,79.131442,78.768453,6.533789,0.000000,0.921659,0.917431,14679,65.700876,188,3,2,0,0,0,0,1,0,1,604,573,188,40,83,37,533,479,151,30,11,0
5970,2021-10-23,23.10.2021,14,8,0,0,0,0,0,0,14,3,11,0,,14748,14759,98,188,191,191,1,14200,360,131,2896,11721,217,214,0,2,2,18,70,145,2,5353.350926,5357.343797,0.000000,35.572850,68.241794,1.294126,1.295091,78.768453,77.679489,6.533789,0.000000,0.934579,0.921659,14734,79.131442,188,2,0,0,0,0,0,0,0,0,606,573,188,40,83,37,533,479,151,30,11,0
5970,2021-10-24,24.10.2021,10,8,0,0,0,0,0,0,0,2,8,0,,14758,14767,98,188,191,191,1,14200,370,133,2904,11721,216,216,0,2,2,12,70,144,2,5356.980809,5360.247703,0.000000,35.572850,68.241794,1.293425,1.294213,78.405465,78.405465,4.355859,0.000000,0.925926,0.925926,14748,78.768453,188,0,2,0,0,0,0,0,0,0,606,575,188,40,83,37,533,479,151,30,13,0
5970,2021-10-25,25.10.2021,20,88,0,0,0,0,0,2,36,5,15,0,,14778,14855,100,188,191,191,1,14200,420,138,2919,11721,219,254,0,1,2,14,67,150,2,5364.240574,5392.190670,0.000000,36.298826,68.241794,1.285762,1.292462,79.494430,92.199019,5.081836,0.000000,0.393701,0.913242,14758,78.405465,188,1,3,0,0,0,0,2,0,0,607,578,188,40,83,37,535,479,151,30,16,0
5970,2021-10-26,26.10.2021,91,62,0,0,0,0,0,4,30,12,75,4,,14869,14917,104,188,191,191,1,14300,460,150,2994,11725,267,281,0,1,1,16,67,194,6,5397.272506,5414.695943,0.000000,37.750780,68.241794,1.280418,1.284552,96.917867,101.999702,5.807812,0.000000,0.355872,0.374532,14778,79.494430,188,1,2,0,0,0,0,3,0,0,608,580,188,40,83,37,538,479,151,30,18,0
5970,2021-10-27,27.10.2021,54,57,0,0,0,0,0,4,27,11,43,0,,14923,14974,108,188,191,191,1,14300,490,161,3037,11725,272,301,0,0,1,19,65,201,6,5416.873872,5435.386274,0.000000,39.202733,68.241794,1.275544,1.279904,98.732808,109.259468,6.896777,0.000000,0.000000,0.367647,14869,96.917867,188,7,0,0,0,0,0,2,1,0,615,580,188,40,83,37,540,480,151,40,17,0
5970,2021-10-28,28.10.2021,55,48,0,0,0,0,0,3,18,12,43,0,,14978,15022,111,188,191,191,1,14300,520,173,3080,11725,299,310,0,0,0,18,60,234,5,5436.838227,5452.809711,0.000000,40.291697,68.241794,1.271469,1.275204,108.533491,112.526362,6.533789,0.000000,0.000000,0.000000,14923,98.732808,188,0,5,0,0,0,0,0,0,0,615,585,188,40,83,37,540,480,151,40,20,0
5970,2021-10-29,29.10.2021,51,58,0,1,0,0,0,2,20,16,35,0,,15029,15080,113,189,191,191,1,14300,550,189,3115,11725,295,329,1,0,0,15,61,230,4,5455.350629,5473.863030,0.000000,41.017674,68.604782,1.266578,1.270876,107.081538,119.423139,5.444824,0.000000,0.000000,0.000000,14978,108.533491,188,1,3,1,0,0,0,2,0,0,616,588,189,40,83,37,542,480,151,30,30,1
5970,2021-10-30,30.10.2021,48,8,0,0,0,0,0,2,5,17,30,1,,15077,15088,115,189,191,191,1,14300,560,206,3145,11726,329,329,1,0,0,17,75,249,5,5472.774065,5476.766936,0.000000,41.743650,68.604782,1.265907,1.266830,119.423139,119.423139,6.170800,0.000000,0.000000,0.000000,15029,107.081538,189,1,0,0,0,0,0,0,0,0,617,588,189,40,83,37,542,480,151,40,30,1
5970,2021-10-31,31.10.2021,6,3,0,0,0,0,0,0,6,3,3,0,,15083,15091,115,189,191,191,1,14300,550,209,3148,11726,325,324,1,0,0,17,76,244,5,5474.951995,5477.855901,0.000000,41.743650,68.604782,1.265655,1.266326,117.971186,117.608198,6.170800,0.000000,0.000000,0.000000,15077,119.423139,189,0,0,0,0,0,0,0,0,0,617,588,189,40,83,37,542,480,151,40,30,1
